"CUST_NO","TXN_DT","LN_AMT","LN_USE"
"XAKOY5_I4H6SON8Q",9485,969556,"11"
"HTZGSYEMRESTULZO",9564,805996,"11"
"S22NM2CWOU51QSKY",9553,904731,"04"
"_RLQZV4YDRM7LDR0",9567,960619,"14"
"NC64TY7YTYIAZJGA",9535,879483,"06"
"138YL7AW3HOLK57E",9560,805996,"02"
"JYDAQQAN6U8FVWKE",9473,1022428,"02"
"YSTCJI7-IUCIDM30",9520,879483,"06"
"BD1K33GH67JLJJG8",9457,805996,"05"
"8YD0M3R-TLSGMK60",9534,988495,"01"
"7C3RBVQZLOWLFBRM",9452,944357,"07"
"M1H9RSLAMJFO6EY8",9463,960619,"06"
"VVF3SIILRE_AYKCA",9456,925966,"05"
"PEBKW13SFQSD3NWC",9456,1218170,"01"
"IHN48BEWXFOA4MBA",9455,848097,"05"
"PF0HXR9JL8BFC-RI",9450,864754,"02"
"C7UNP4OPOFZGVH6M",9470,988495,"01"
"1DVILGAXSKQRSRKG",9457,925966,"14"
"W3HSWLQU5POHLH1C",9465,864754,"10"
"KH0C27ZMIGKXXYNY",9487,988495,"14"
"44DXZPLH_RHR3V_8",9555,925966,"14"
"KZWCIIW8NC_TXV7G",9534,879483,"05"
"EYOWCVDVL4Z6RAFC",9554,904731,"06"
"VDCJCJBTDRPSXWCC",9479,879483,"05"
"EJU6A6QQBMM5XT-E",9519,848097,"05"
"TV9RJUJW0D8ME0MO",9483,739437,"02"
"Y3CNV6ZVYZQ-LNAW",9537,925966,"06"
"MX-QUU6QXYNOSYBO",9547,925966,"14"
"CH_H7A82P4GDM9AC",9560,848097,"09"
"H2FYALEIKF9TDSSU",9547,805996,"14"
"IJGHGLXOSV4O4IFC",9546,879483,"14"
"TXPH2G8GML21MA4C",9518,864754,"02"
"I5MXBAOQKWDYQLBM",9557,848097,"14"
"MNHW-17WWUXIGANQ",9449,904731,"15"
"KYID0JU4TORHWVKS",9556,879483,"06"
"EEPKQ1-LG_MGFISI",9533,904731,"06"
"OFEHU1LQNRJFKKFY",9472,805996,"06"
"PLDU5GMEMCJTYMBC",9534,904731,"05"
"IT52LMXW9LFF564O",9471,925966,"14"
"K5L5MEJZ0AXXS92S",9550,1139478,"14"
"MZIEB6XYAILKLKZS",9535,777569,"21"
"NX8J9BJDQF6EZIII",9561,988495,"05"
"BPWIOJBVXHWUFOLM",9483,848097,"14"
"CC1_M1S4BEVIJGAS",9526,925966,"14"
"DO8HVFACEDUXWPYW",9525,925966,"06"
"WSB-F53IYDPL_ZVU",9462,904731,"18"
"A8JFWV3INZHIQ78K",9501,879483,"05"
"WXEA3H9NPPWEIIUC",9536,1112753,"06"
"DEZJ3ZNZRUN3TVLW",9480,739437,"03"
"VWSCHUHG1N_W-4S8",9532,805996,"03"
"_HGK6YJEMIM7FVL4",9532,805996,"14"
"BQ5ADCWHBPGRRULU",9507,944357,"06"
"Y-VO8GYTEHL2Z2OU",9513,904731,"07"
"AS_NJYXKSZBIKOJ4",9540,915763,"06"
"1Y4RO8BEM7H4JO0Y",9560,848097,"06"
"JPW00QAXJ5SRPTHC",9534,828864,"14"
"PVNAQ4TYQZMZX2_8",9521,777569,"14"
"NAKBBHAQKIZHRAQM",9550,864754,"06"
"IJDUFLWDEEW2IVOA",9470,988495,"06"
"D1EQEQG_X0ZRWMO8",9505,777569,"14"
"MJQN3ETYAGCFHO9E",9501,925966,"06"
"PV1SBCHCXBWAYWEQ",9547,975222,"07"
"OPLSIZNKMUEVHYU4",9561,739437,"14"
"8NMHNLJ7I1OCISCO",9504,848097,"04"
"OTVUXBHYSKDZYZ50",9535,904731,"05"
"VL0QA93-5TOEEHO0",9499,848097,"06"
"B_YCUQP1W8EHDG3C",9556,848097,"06"
"AQW1BQAGRCNVB2S8",9532,756311,"02"
"RDZCATG_VGOSTC0S",9540,805996,"03"
"YRKH0FUNC0_-_UCO",9478,925966,"05"
"0HHCKL7NUR-DUGT8",9528,925966,"05"
"RQWLKQL05YIFVQV0",9527,925966,"05"
"CO2WJSPWZVZM6C6W",9563,960619,"02"
"P_6Q6J-WVXZFUU4A",9471,739437,"21"
"J9SM1QDXS-UX1NVS",9471,777569,"07"
"8YUG2QOSWS1W4U8E",9484,739437,"14"
"YH8ZKVRGBBJH28ZI",9487,848097,"14"
"JP1LQQYLAMEREN4Y",9501,904731,"04"
"CKZ8TCZ6T1GOBX1M",9507,748203,"06"
"LORW6XMENE2MI9KS",9464,925966,"14"
"77ZVAVLVFIFE-YLE",9456,828864,"02"
"UTYZMIZBKTUKYPRW",9451,805996,"02"
"FKZTYUOEIGW-GH8W",9458,904731,"09"
"F8EUDREXH7W0MAZE",9455,879483,"03"
"S6IOUEDA9D97XQU4",9469,1080978,"05"
"RJSS20R48JIQ2EX8",9515,848097,"01"
"G8A3COIMBGINV9ZA",9499,739437,"06"
"44NLMF_FOWAWHKS8",9485,879483,"14"
"9SXSMEMDNLYHRX8E",9469,848097,"15"
"KQRPEXNRL-8JX8DK",9478,805996,"05"
"D9OWULCAKFJ77NC4",9537,1041480,"17"
"JDLP31SGNY8BDM5S",9512,988495,"06"
"5LGXMJKLAGJDKJHE",9567,960619,"07"
"CCMFJJM-NTQYKZPQ",9519,904731,"02"
"PDLJ7AJO5A_AUCJU",9479,848097,"14"
"D257JGO-QW1FS4Z4",9512,805996,"09"
"1MXVTPRJ6VTGC8DO",9546,904731,"14"
"J5KN6HSPU_BP7FQI",9527,777569,"19"
"QGCNYWYTR8ZD5YNS",9553,879483,"02"
"-3TAWCZ1OHDAO9MQ",9555,848097,"15"
"ZCRGZ4H_BQVOPJV4",9450,988495,"06"
"PSN8NRWMAJED7GHC",9513,988495,"18"
"34QGPMRMNLMEVSKM",9455,828864,"02"
"DJDU4S59OCWGHAMG",9452,805996,"02"
"O-L1_EG5NAKIP0SA",9564,915763,"06"
"BQ1OYQY62JZFE2_I",9521,848097,"05"
"FX09XS2FINMRWXVO",9492,988495,"05"
"ECTULWBQIS2DOQU4",9521,789794,"02"
"NCZPE4MNHRKEUOBG",9528,739437,"14"
"UA-SN5FGZYMUAZWK",9555,848097,"06"
"P-ZFQCU7P4EQUW6M",9548,777569,"14"
"8X99O2SYYQHCC-5E",9539,805996,"02"
"VWAY3G4HHIMFBIQ0",9459,848097,"14"
"SI5EX4KCEXKVILAA",9536,925966,"14"
"Y9DDQCXK2ATO3AUU",9525,828864,"14"
"5EWSW0M_BKEBNGHQ",9547,848097,"04"
"5E3EAHJH_A7NZNIK",9562,988495,"06"
"DVLTZ_GMTP78H-UK",9484,777569,"02"
"YG5G-JOUKTVQUD5Q",9512,925966,"14"
"2COJHZZ4NYIKDLD8",9535,960619,"06"
"MM32WN8WBGZUYR0E",9515,848097,"14"
"AGEJIO93VYVBWA7K",9547,848097,"02"
"2A2CSB_RWXEOILBE",9491,904731,"02"
"I5ZDKCMEIX-1UQPY",9477,904731,"02"
"2ACGHFNS2C2I7KUU",9554,988495,"04"
"ZPABWZQEVRGQXLCO",9508,777569,"06"
"DQRZGTDZBBJGLDQM",9528,960619,"06"
"TWISY_T8FZCSWF-A",9466,739437,"14"
"JNHJGIB6FSCFYZA0",9477,915763,"08"
"PFELSCJKR2R6HIOE",9514,960619,"04"
"VO2DBGX0JG75SGJO",9513,879483,"05"
"XVUJVHGPTBA31ORA",9555,1080978,"06"
"IPF1JII9SEQJVQL4",9500,1011941,"06"
"FO8XEIN3RDUKTROY",9459,777569,"21"
"MHVF1-QTGIJBBZIQ",9521,805996,"09"
"AQJSVUCM2RXI5MAK",9472,848097,"02"
"M4G3OAFK0VLWS3_K",9473,994710,"06"
"S5K0GYR1RCWTE5HG",9465,739437,"02"
"TM81ISGNTAC0CIA0",9471,988495,"06"
"S8XSZY33QU63YCBC",9507,848097,"02"
"TQ2TFVIWVPVERUD0",9554,879483,"02"
"OM_TSQ8OLE8FDVI8",9491,904731,"18"
"NNDYBKHUX5DLFQES",9458,805996,"09"
"VJDEJJTISFM983JO",9471,904731,"01"
"7HNAWGCDOLZ09YRM",9452,739437,"14"
"JKKYOYTWK2OWIE7G",9465,864754,"06"
"5PMNKAN0YMEWPTAO",9452,904731,"05"
"CCHYZHKKK0IEDYPK",9483,1218170,"01"
"JFYVT5_JYHTYZNXQ",9463,864754,"02"
"IWR9FBNQCKDKLAMM",9554,925966,"07"
"MMJCXBMQ270FJG0G",9490,848097,"14"
"XODHK0CBJZJ6IA-A",9514,1011941,"06"
"OHDWFVIMBQJYMJXO",9540,960619,"02"
"Z2FVEA5AONMF5SGS",9466,739437,"02"
"HDYAUUTXMHDWZXXS",9459,777569,"11"
"Q_Z7XAE5UWPKAPMW",9525,777569,"03"
"F3TEWATW6CU7UGEQ",9487,904731,"18"
"TVFTKHFTQTRDLHZ8",9483,777569,"14"
"P2ABTHVROEATZPHA",9520,904731,"18"
"L2I2D0XJAEJG64EY",9469,777569,"11"
"KKFD8UFCSZGJGSOU",9521,828864,"14"
"6QTXD4YWVQ2KLFZE",9463,805996,"19"
"XOWXM8ARYY3_QOHE",9520,848097,"05"
"FVMIOD5V2XBQDYWI",9477,805996,"05"
"CRWU4WCWR6_2FUIS",9529,739437,"14"
"FVQHQ2KXM1AP9ZTM",9562,1011941,"05"
"V8K6KPJYVLLJTCPG",9478,879483,"12"
"XBFYPOF7CG17JGWO",9564,925966,"07"
"ONITYNTIR9KSVSOI",9554,879483,"06"
"VJGKWHCN2OOJNWJQ",9466,944357,"02"
"9AKIKMNRMN-2KUKS",9512,879483,"06"
"XZRW0KA9NTHFLNTU",9485,739437,"06"
"YBNAL3MZFFTW7BEI",9507,848097,"05"
"XBO-TMNYAAX0EUEE",9526,1139478,"01"
"MPVCP2D1Z4QGWWXI",9457,904731,"06"
"4WNRGZOXHQF4AJMO",9483,777569,"04"
"Y2DAV55O_VC5NZPY",9508,944357,"11"
"G1FZUYK-K-3FCX0M",9514,777569,"02"
"W7TGSW3ANN2X4QMA",9462,879483,"04"
"6NPN00ZSW5LLC8IE",9547,848097,"03"
"RPOEPMPJOEZ4PASU",9451,864754,"02"
"RNTOY-130DVDVIBK",9528,904731,"04"
"OB30GEUMYX2CRCRK",9550,805996,"14"
"ZLFMCNXSRTD-G9ZS",9490,904731,"04"
"8WBCIURJP0BPUOFW",9505,904731,"14"
"ESZBQ6Q9GHOLUPO0",9560,805996,"06"
"K9X6IA2FFO8QPUB0",9485,739437,"14"
"V3OQOXYFOYX0R3JI",9479,925966,"14"
"BWYIBMG_6XJL7E9S",9507,805996,"14"
"B6PXI6RU52ECVWRA",9471,904731,"04"
"BBQHAQ39SEKR6F2W",9487,925966,"03"
"YWIJRCG-BDMKQOZQ",9512,848097,"07"
"4QELHRCYQWETSS8Y",9519,848097,"03"
"RQ9WHGTG3QN_ZXPG",9563,904731,"02"
"ZPNI3ZABYTODWMY8",9521,925966,"04"
"HHOP-QRFA05TONFU",9519,879483,"14"
"WXF-JGUJJ-FVLS68",9480,864754,"06"
"NF-I_4HASIYECO3M",9547,777569,"07"
"ROQ1AFBILG6UWZ6E",9555,1032246,"05"
"IZUF2IMCJ5OSVHZG",9567,904731,"05"
"GDO-Z4_OB2YX2JBI",9549,848097,"14"
"H8LV4RFDXH3JYNEO",9505,828864,"07"
"WRYZL5ODWGVGD9AC",9536,864754,"05"
"KOZ8R4BRSPQTDARC",9564,864754,"06"
"MWHXOUDDPQWLW61I",9533,848097,"02"
"M9JFVWIAECKUTRJY",9471,848097,"14"
"SFQ3J8LD9AMFL4M0",9567,739437,"04"
"RQW3DNBCH1JVEZZO",9518,1139478,"01"
"UZLJSWI_WLSRYZ_8",9456,805996,"14"
"J77YSGHUYGX0Q7X0",9458,805996,"14"
"MF5ADLNI-56IJSRQ",9526,848097,"02"
"DOF57CUAK3C7SVVI",9522,904731,"14"
"LKFIAOWK4XLKPQU4",9499,848097,"06"
"OJJ9WBYWFUPLKKSS",9540,879483,"14"
"VZS-8546TOJB7ISQ",9527,988495,"06"
"6QMJE3BQJRKCW2CC",9457,988495,"05"
"CMUAHMLWN_AUGQGW",9463,879483,"02"
"NSUQW9KMD-M07SMG",9513,805996,"08"
"XICVZWK5TXTVWWUO",9547,777569,"14"
"JOA_XLBIVGEH9X2A",9525,805996,"11"
"K3W1XW7-5MQUVSRU",9550,904731,"06"
"HXW6Y0YQ2Z9LRZHS",9476,777569,"06"
"KCKOVBIVSGTXPNB4",9507,828864,"02"
"MLOX01GJ_2N1ICXK",9477,805996,"07"
"MX0VT-TJXKQUAZ-O",9470,848097,"14"
"-MI4MHMMHLYTNOFE",9484,739437,"06"
"HE1JRNK7ITBUPJRW",9476,805996,"02"
"KRCHHLKK2QMHZF-Q",9490,848097,"02"
"--_OGJJSDWXZDF7G",9529,925966,"02"
"B5WVJB_CXEQEJTFU",9483,879483,"06"
"BV2PKL5NDUCKCTLO",9540,904731,"06"
"DBQ23HGT2TPTGO-8",9519,1080978,"02"
"KTCPFVJHLOUHMDJI",9522,904731,"18"
"ZNIDQMALFSKYCBMQ",9553,925966,"18"
"0LQMEBN1X8W413US",9462,879483,"02"
"KOS_VBFGADYUJKJS",9456,879483,"02"
"Q4DA447UJJRGCAIW",9458,828864,"06"
"STDOL5TFNBRXTJMA",9466,892709,"02"
"G_JVHB8HEQQAM_TW",9463,777569,"09"
"JS5JI2NJS5TFW0CQ",9491,739437,"07"
"FI2WDAIU1DZFPL4K",9549,935465,"14"
"R1JVFRKB_KSWITNE",9557,1041480,"07"
"5XTAV5CAPYPLFACM",9555,960619,"07"
"RO7BGSN_D36M4R4W",9547,904731,"05"
"FFTR76EKEDY3-UGO",9563,1218170,"01"
"LI8GQEMOJ1IEUT94",9464,805996,"06"
"OBWO9Z6ITNLA-ENI",9550,739437,"06"
"KPKPRGOC-IMD6VW8",9451,848097,"02"
"IXLBRLFAAZHQM56O",9515,879483,"02"
"AK5--JFW4CFF5RAG",9476,904731,"02"
"2A8Y_4A4TWNSJXGO",9519,828864,"02"
"3YJBWBTKSMWBVAFY",9491,988495,"07"
"FOX92HCZTSWETSBQ",9518,904731,"06"
"G0LOUGGWQXX-4NAE",9549,988495,"21"
"YASXTLI-TIAFLQ_U",9480,848097,"14"
"KQPDWCWPPS55BFJQ",9527,805996,"14"
"DXPACATIQKLV9VC8",9473,1066324,"20"
"PZIQH18ILVUQCIOW",9527,739437,"14"
"5H4FY7KQY3R85SU8",9539,904731,"14"
"UDG9OLJ6CIECBYW8",9555,848097,"14"
"V2O_D_M6SMTWPMFK",9513,848097,"14"
"-FWLJOFU8AWBDGQ8",9457,848097,"14"
"U-MGXZHJXXGI5RTM",9458,805996,"07"
"UTNEGLIOFC6C-RV4",9456,879483,"02"
"N0T77JZM_DZQRPF4",9458,848097,"01"
"PSNSZDCZCEGIYAOU",9466,879483,"08"
"2E2THNDS9QH16_7Q",9451,739437,"14"
"GJVCSO6KJVCWPYIG",9452,864754,"14"
"YRJMSJGSMJWCIF7G",9501,904731,"01"
"LY8SLDIUMHB9BBWI",9479,848097,"14"
"HPIUFGS3LZWRYF7C",9507,739437,"19"
"MIIY1SPVGRSGCRJ8",9504,805996,"14"
"U5XJKVXR2F5WVRUY",9463,848097,"21"
"GR3OMS-Q4N32T-US",9556,739437,"09"
"88PJ_BHPVSWB_DN0",9548,739437,"14"
"RSZR5L8QWZRKXU88",9522,805996,"08"
"UZZKMEAJGRSUAPO0",9520,904731,"18"
"YRNZAE5X-1YKCEES",9560,960619,"05"
"SLP8LOIOIFZBEZ7U",9459,828864,"14"
"R3AR4BCUHFRGBYYE",9513,848097,"08"
"X-ODYXZHR12MEXAI",9529,805996,"03"
"VCBIKPGI2LSVVWCQ",9567,944357,"05"
"F7OJB8LW7WYXPGF8",9471,904731,"14"
"A0FDWO99TTDWU4C0",9555,828864,"02"
"TQSA5QO1PR0MX-4G",9512,777569,"02"
"X1MJBYWRZOB8EW3W",9560,904731,"02"
"NSKL24B9DKCHLIQA",9561,828864,"08"
"-KPUSKJYSCZZ4ZT4",9471,739437,"14"
"Z8DBKIJUAOX-GVES",9555,739437,"14"
"IGE_KQ9OWBGUJKCU",9554,739437,"14"
"ACIHO74FAQ09GSF4",9519,848097,"02"
"ADAETARUNXT53KD8",9529,892709,"07"
"ZBDGD0KE8EJFAYCW",9505,925966,"14"
"TCEIFWZKAWC8PCOE",9511,879483,"05"
"3LZWYQX5R-E3-YAA",9555,848097,"07"
"X2JIJZ-3-BRIEW0C",9476,739437,"07"
"VJRZFZBUNPFPU1AQ",9464,879483,"06"
"WW_FZJVLDBFIJRNC",9548,988495,"01"
"LQX3BLS-F-_NJUUE",9465,848097,"05"
"XPMI4AB3CGYKPML4",9549,1139478,"01"
"IQOOETKD7RWRSCZK",9456,777569,"14"
"RQE0OGU1BHZZHFK0",9466,904731,"02"
"X2U54313H10KCFVU",9459,815674,"02"
"OKU3NRZ3NPTHPG68",9519,805996,"04"
"53K7RDWOHPMAEY_W",9504,777569,"19"
"WJ2OZMHKHFZ56-K0",9472,805996,"06"
"VZ8JEKVU3MCSXJJE",9534,777569,"05"
"0SIKDJJOKW5VMSBQ",9553,904731,"06"
"8T-DJJX32PKYKJGC",9500,879483,"14"
"P8NTJRPJCUEVJSX4",9529,988495,"06"
"JS9FIQXDFUL24EF4",9532,828864,"02"
"-VSA-MDLZWQ7TSKQ",9463,848097,"14"
"XWYXP2JBIOZMFKIK",9459,935465,"06"
"461G02H4L1LKTHKC",9522,904731,"02"
"MU1TAQXC86CTLSWI",9473,828864,"08"
"GSVBDTW5UXELJRBE",9486,777569,"06"
"NUXLTN4X8QHWAMUM",9528,1032246,"06"
"_-YYCDM14XMWJ3OM",9499,848097,"14"
"QN9OVMYX1ZGSVLUY",9560,848097,"06"
"ED7I20DCO6L7VA_8",9507,777569,"09"
"HV4YCJG12TYFGWQI",9450,904731,"08"
"PX5IWSQTHATAWUYK",9521,828864,"14"
"KSH0VXVMKJLQM0ZU",9514,805996,"18"
"0JBZBKCSAAOXLYT4",9528,988495,"04"
"R57QM2IF1FZR7JGG",9548,777569,"14"
"HG3E3OK8-U_QAAW4",9518,944357,"06"
"UW7RE6L--EGLS2CG",9462,777569,"14"
"C0D1GHO1KTUZ2ZOM",9459,739437,"03"
"A57V-DONQ1HPUXZI",9450,805996,"05"
"IV1GIN_ROYML5PFA",9560,1218170,"01"
"FYZMQCDXYMC1UNFE",9458,864754,"18"
"BFY6UXT4I7MTJUBG",9455,739437,"14"
"ZP3F0C8UI6BHHVCA",9449,925966,"02"
"5BJUFGONN62QXWYC",9532,879483,"04"
"7YTORAJLDECG7U74",9518,848097,"08"
"UPGF_YFOEB4M8LZG",9505,864754,"07"
"QDOFDUCLMOXF0F90",9563,805996,"14"
"NR0GKIYPB56EYSUC",9500,1041480,"02"
"IISI5KRF1TIPWMSS",9526,988495,"02"
"YDPZ6ORV_BBR0JRG",9513,848097,"14"
"FZ42W9H-XEXO_MWY",9525,904731,"05"
"EW1UYE1RJ0QLFZAI",9528,848097,"05"
"37XXSO5NE4BW2QGI",9549,925966,"05"
"LJOHEHB6NNJ4FCM8",9533,848097,"14"
"SJ52P8X5HEIM5PR8",9554,739437,"06"
"TID7BTRPC9YY2DIK",9484,805996,"05"
"D2TCP6CZ8MXQAOGU",9471,904731,"14"
"Y_ZOWBURUACV16ZA",9557,864754,"02"
"J4HQWDPUAXZ5SIZ8",9477,864754,"06"
"EFDCJENJLB-HM0D4",9477,864754,"07"
"HW3YGZ9IF6A0ZUTK",9518,904731,"14"
"_YBYXREX8CAAOU5G",9456,848097,"14"
"T7ZQNAQO6F9CELIE",9451,739437,"11"
"OJIDVE3K_D5JKOEM",9562,1218170,"01"
"BEETABZJ9VUDNBAM",9463,960619,"02"
"Q6Q8JEBWEALRWCJM",9476,848097,"01"
"JUX3T7NFSC4R8YA8",9456,739437,"14"
"EPEC8EDCXQ0B_AOA",9459,828864,"11"
"31S4FJWR-E8UG5FE",9562,848097,"02"
"_BSD8JRQAAASSDN0",9562,944357,"05"
"TNFAOBN5J0DGC7JC",9459,1080978,"06"
"LQCMQ8A7JUYZZT5I",9557,777569,"14"
"LOMXTS-KO1P_JYDW",9546,805996,"03"
"-7R_AXTXJNZ7QFNQ",9534,848097,"08"
"X2T12JZHPCU6RJYW",9520,1080978,"02"
"BXUD2QEZXE-EZXDS",9508,848097,"07"
"KMJSNNUVWKJAOPK0",9556,805996,"14"
"AK9K53M4IKXW2JAC",9564,925966,"14"
"WRX0M_FOYHOB1LUO",9560,805996,"14"
"H_JZMJPXNOPCVC5Y",9513,1080978,"06"
"CGDKAPZ7NLAMO6ZY",9514,848097,"05"
"7AGU1ZTZ4DSDPP0W",9490,739437,"14"
"BAGPDWJCA4WYBH6O",9521,944357,"02"
"VJ33G_1TOEIDFTVE",9492,988495,"14"
"C5WXKGMJLX7HQD4A",9479,805996,"08"
"WJBRYXRNU--RTDF8",9522,777569,"14"
"O36ZTOTLYN_9XM-O",9550,925966,"05"
"582N71VPZYPI_PKO",9451,879483,"05"
"C2W8PH2FE_GR8GXK",9534,805996,"14"
"VRC75NP4YLE0PQA4",9562,848097,"14"
"1CGVA3U5GGWADXBW",9562,805996,"06"
"DG1J_QQ9GVB3KAIY",9463,848097,"14"
"XDPUD1Y95WENSL5Q",9478,739437,"14"
"UP96XWOHLWL-RWKW",9518,879483,"14"
"CCDW9VWZ6ZG_HUWM",9514,904731,"09"
"XHUIZK9U3LDYRTLO",9473,960619,"01"
"KAP4FVXDQ3XF2DKK",9449,848097,"07"
"KTOZRQSHUOJOK_Z4",9463,848097,"01"
"KAT_ATO2UV47CQNQ",9455,805996,"05"
"8KYJK8CCNFFZ4XDQ",9458,904731,"14"
"BNR1MBUI9FEFEVUM",9466,848097,"01"
"OUDPCLDC2DQATLUO",9504,848097,"01"
"IXDHKKY4B3K0QKHC",9456,805996,"11"
"OTZCOKUFFSCUOFPQ",9456,828864,"02"
"C0HMS8UL09GCPAN8",9459,879483,"14"
"-PEKC9LZA33IQWXS",9451,925966,"02"
"JD6G39XLCJNPSWAC",9536,805996,"02"
"LNC8QBVLLWI51DQC",9553,968105,"14"
"XNGM77ZA082YAXDS",9560,904731,"04"
"OJIL-DBK7BTWNUNI",9508,904731,"14"
"CBKDM6ZPZRASJ_E4",9522,904731,"05"
"NDJ9MB3UJU2NEDJK",9526,848097,"02"
"AY928TLO9LGXOAB0",9557,1041480,"07"
"Y7JAQUSP0UW3QYPI",9518,739437,"03"
"QRPZJHZETVZ596NO",9534,805996,"07"
"_BZOQKKMJQHYOIGY",9536,848097,"14"
"LS7Q9M4AZM3RVHG8",9553,944357,"08"
"VH19WB98PEHIGPCS",9535,904731,"14"
"ZIFYKOIWFQGPPIPA",9519,739437,"02"
"MASYYTWMFJMYQICK",9505,904731,"07"
"9BQ_Z7NNPQUFAJTM",9490,904731,"09"
"QVF6FIEEF_POL4X4",9537,848097,"14"
"I0UA1ATKQ_33-ZYE",9519,805996,"02"
"RSIZTRWNAHWMG9JM",9490,739437,"14"
"KJ4FPGRONRZYQNMO",9525,879483,"15"
"NBOTSAGJKCFRIM4C",9500,777569,"14"
"G9OCYR4BVRWKOWQA",9535,879483,"05"
"KZJM0RVWY-B3R1Z4",9549,879483,"06"
"GGPFS48K6FLKTIEY",9486,952720,"07"
"1LM4O-JY5QCKOS7Y",9528,1041480,"06"
"6TCON1MHMAXXZ8XS",9512,904731,"02"
"L0TJ5NDJXCJJMNZM",9464,904731,"14"
"DQDTD-W80JHREK5W",9456,975222,"04"
"PN2UDEQWTSRN33SE",9458,777569,"04"
"UVVAXTCLSKKCBRLC",9452,904731,"06"
"L1-GAWUB5ZMPMSQ0",9456,1080978,"02"
"KGAVD_YO58PSMQKY",9457,739437,"14"
"H__KHC_WK5MCXGXQ",9464,904731,"04"
"LGRXBBCA0XWUZ1U4",9450,892709,"05"
"88D9MELNLDN5W9QO",9458,848097,"05"
"PWLOM-IYUOU-QO0A",9459,988495,"05"
"AI6M9E-KYMB5GTBE",9472,848097,"21"
"XEWROBHEX9ZHMSIM",9490,848097,"02"
"RUXDLXSI5NRX3IF4",9550,879483,"21"
"8ZALG4DFIBDD6RWG",9561,805996,"04"
"2GOFZHMWUGOAVFYW",9526,805996,"14"
"OWCA7DLYS7SPNJJA",9476,739437,"11"
"YCRMGY6GA8NZUM-I",9519,988495,"05"
"1CNRU-7RMYGKFRB4",9534,777569,"03"
"BHX_VJK9J4DRJP3C",9458,739437,"14"
"2TF8JJIKWRVAUJS8",9554,925966,"14"
"32H45LYL2BHOUTYQ",9534,848097,"14"
"UROJRYSD4VDUJVCM",9526,864754,"03"
"NP5WBMSMOGESBOVK",9469,848097,"14"
"UGYSQOVXAZJKKYVE",9521,848097,"14"
"WRLQNUHDZ187DGGQ",9477,864754,"14"
"OWXEFEMGMVLPFOJA",9561,988495,"14"
"-RCGNDDJRAJZ-XE4",9465,904731,"06"
"MPDTA0V26SIMZ8NG",9564,739437,"14"
"L-Y4CXSXVFYKRBPW",9550,848097,"02"
"8LCBXVLACWT06CQ8",9505,739437,"02"
"GG68X3PYAAQLEUUO",9455,988495,"05"
"94KN6KLCGVMASUXQ",9451,848097,"18"
"5YUV7R9LKGPU2Z14",9456,879483,"14"
"7ZYAXZ4O01D3KWA4",9471,848097,"01"
"BOBFBQC8EL1ELSUE",9455,777569,"19"
"OW2_WX6QSNRCQDP0",9456,864754,"02"
"_T0BAWIGD1WJVVA8",9456,904731,"05"
"RNT1MWVFL5WOJQAC",9466,904731,"02"
"IUDG80-J9QOYHLLK",9449,739437,"14"
"E9XHTCHYDN7OGBC4",9563,925966,"06"
"MQAGN8MANATQ4_GY",9471,739437,"05"
"LCNHEH93ITY9XWVI",9536,805996,"15"
"FLBXCU1LYW1CO9JG",9473,805996,"14"
"YBEH82GXW1ABXGHK",9527,925966,"14"
"SU6UGM9UZKBOEZBM",9554,1112753,"18"
"7F4QCS07BHHWKDRW",9492,879483,"05"
"D5_IQW4QEUEYG1EM",9484,739437,"14"
"W6MB9SWWEABS8CJS",9515,739437,"14"
"AB0BD0KIDEFCXQYS",9476,805996,"14"
"OGLFNL4OE4ONBXPE",9515,848097,"06"
"HAQYP4FZEOL1NGOC",9562,805996,"14"
"ZBZKI_5-NC2EBN8K",9548,805996,"14"
"XCE9BPCAB7XSRKI8",9537,1041480,"06"
"SDPJNF2M6FFFRIWG",9563,848097,"14"
"789RW4EGWMBVDXGM",9459,848097,"14"
"L8HHHHR8RAK6DNX4",9553,739437,"05"
"1ERQ30K5OHXZXZDO",9527,739437,"14"
"6V5G6SSPJYZS38TQ",9479,904731,"14"
"LBRSODPG8RDQKBTG",9562,756311,"14"
"R_F963SBHGFGE95G",9548,848097,"07"
"WYUZMMV6OKGG1HS0",9533,904731,"18"
"4FE3_FPEB9DSRMOO",9567,1201466,"01"
"9AVZV8YOX6YDXE5O",9452,777569,"14"
"RH676BTQSOCI0OWK",9458,988495,"0Z"
"AV5O-VUV1CV50PQY",9463,756311,"09"
"IWN7YP3RUCNLS5O8",9450,739437,"05"
"VTXXKR1NNZOBVXJ8",9449,904731,"05"
"S8OCK9FGQQLBOEXE",9455,1011941,"09"
"HO8ULAWUWDBUQE4O",9452,892709,"02"
"WN8FC42N2JSRIDIE",9455,848097,"14"
"HNMX4PULI4DB5MYM",9456,944357,"08"
"ILY6ROEXRNYELE40",9459,848097,"01"
"V77SQAIA4R2GJHS0",9452,739437,"08"
"LEDCLTO9CF57M2AE",9511,925966,"02"
"YVYYJC2K2AY0VTG0",9487,848097,"06"
"0TIHHKWBCHSIJMFW",9546,848097,"05"
"ADRUCAC47MJ3PMGS",9449,960619,"04"
"8_VNLL-5U26SEDAW",9487,1041480,"06"
"UZM-A3V3W6BTX0C4",9486,848097,"14"
